day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
16,580776.28,579756.0,581961.0,33541.89333333333,32769.0,34248.0,219.25333333333333,166.0,260.0,6531.746666666667,6325.0,6735.0,12.746666666666666,5.0,20.0,8763.226666666667,8453.0,9052.0,1889.24,1754.0,2020.0
17,569002.1066666667,567680.0,570682.0,41093.68,39716.0,42021.0,272.06666666666666,202.0,323.0,8138.24,7937.0,8406.0,18.64,9.0,30.0,10703.933333333332,10307.0,11068.0,2295.9466666666667,2157.0,2423.0
18,554766.88,553129.0,556819.0,50146.986666666664,48573.0,51254.0,330.26666666666665,259.0,392.0,10085.44,9749.0,10385.0,26.14666666666667,16.0,38.0,13106.906666666666,12707.0,13551.0,2810.4933333333333,2667.0,2970.0
19,537678.6133333333,535727.0,540101.0,60930.49333333333,59087.0,62265.0,399.8666666666667,342.0,461.0,12468.973333333333,12084.0,12813.0,36.84,23.0,54.0,16016.64,15541.0,16527.0,3435.7466666666664,3244.0,3621.0
20,517437.61333333334,515289.0,520331.0,73565.13333333333,71541.0,74985.0,481.25333333333333,407.0,541.0,15392.12,15049.0,15888.0,50.973333333333336,37.0,74.0,19485.746666666666,18878.0,19981.0,4201.746666666667,4034.0,4421.0
21,493787.76,491663.0,497245.0,88011.53333333334,85810.0,89571.0,573.8533333333334,492.0,633.0,18948.506666666668,18556.0,19345.0,70.64,56.0,96.0,23662.133333333335,22956.0,24261.0,5118.8133333333335,4924.0,5322.0
22,466593.6666666667,464164.0,470543.0,104218.25333333333,101590.0,105743.0,678.88,597.0,750.0,23276.18666666667,22828.0,23717.0,99.66666666666667,78.0,128.0,28594.693333333333,27788.0,29248.0,6220.546666666667,5916.0,6500.0
23,440515.7733333333,437806.0,445006.0,117366.56,114529.0,119237.0,791.4933333333333,716.0,864.0,28508.32,27996.0,29042.0,140.4,118.0,175.0,34284.653333333335,33377.0,34927.0,7528.373333333333,7188.0,7792.0
24,411493.4533333333,408426.0,416159.0,131830.09333333332,128939.0,133717.0,910.5066666666667,835.0,994.0,34825.0,34173.0,35605.0,194.81333333333333,169.0,229.0,40332.346666666665,39372.0,41062.0,9066.0,8754.0,9280.0
25,380980.12,377758.0,386223.0,145983.28,142840.0,148164.0,1036.3333333333333,958.0,1113.0,42302.86666666667,41545.0,43191.0,268.68,234.0,310.0,46830.0,45690.0,47686.0,10738.373333333333,10427.0,11103.0
26,349899.69333333336,346605.0,354996.0,158930.65333333332,156321.0,160921.0,1161.7866666666666,1083.0,1245.0,51045.22666666667,49957.0,51983.0,369.25333333333333,328.0,413.0,53687.52,52590.0,54755.0,12530.48,12224.0,12877.0
27,319036.7866666667,315634.0,324180.0,170030.16,167833.0,171723.0,1276.56,1207.0,1360.0,61135.13333333333,59798.0,62162.0,501.50666666666666,453.0,556.0,60741.90666666667,59352.0,61674.0,14414.106666666667,14002.0,14842.0
28,289029.56,285570.0,294197.0,178933.82666666666,176941.0,180692.0,1382.5733333333333,1317.0,1470.0,72701.90666666666,71101.0,73935.0,675.8933333333333,610.0,726.0,67691.84,66439.0,68912.0,16305.72,15808.0,16782.0
29,260287.10666666666,256767.0,265203.0,185429.97333333333,183848.0,186721.0,1468.6266666666668,1385.0,1561.0,85667.92,83893.0,87039.0,894.2266666666667,827.0,959.0,74449.29333333333,73201.0,75451.0,18177.773333333334,17481.0,18719.0
30,233265.52,229915.0,237903.0,189417.34666666668,188305.0,190471.0,1536.8133333333333,1469.0,1610.0,100079.13333333333,97961.0,101678.0,1161.1333333333334,1051.0,1237.0,80729.37333333334,79310.0,81866.0,19910.293333333335,19122.0,20423.0
31,208246.33333333334,205230.0,212418.0,190924.46666666667,189970.0,191731.0,1588.88,1521.0,1670.0,115808.32,113461.0,117334.0,1471.84,1345.0,1561.0,86367.96,84892.0,87385.0,21521.28,20818.0,22067.0
32,185401.86666666667,182520.0,189287.0,190084.44,189466.0,190954.0,1631.6,1566.0,1722.0,132808.85333333333,129967.0,134415.0,1823.9466666666667,1670.0,1917.0,91179.29333333333,89912.0,92227.0,22914.333333333332,22405.0,23422.0
33,164728.41333333333,161979.0,168394.0,187153.04,186201.0,187880.0,1670.4933333333333,1603.0,1745.0,150893.37333333332,147915.0,152878.0,2215.72,2048.0,2342.0,95180.66666666667,93891.0,96052.0,23990.48,23623.0,24422.0
34,146252.24,143715.0,149632.0,182383.96,181593.0,183286.0,1705.6133333333332,1626.0,1786.0,169879.97333333333,166732.0,171976.0,2646.48,2500.0,2772.0,98220.0,97073.0,98945.0,24811.32,24146.0,25371.0
35,129930.84,127733.0,132959.0,176057.70666666667,175083.0,177346.0,1738.7733333333333,1653.0,1829.0,189607.88,186408.0,192025.0,3100.68,2948.0,3217.0,100274.10666666667,99065.0,100879.0,25307.306666666667,24785.0,25903.0
36,115596.68,113595.0,118608.0,168537.64,167487.0,169722.0,1771.8266666666666,1685.0,1850.0,209828.73333333334,206403.0,212337.0,3580.4133333333334,3433.0,3690.0,101374.30666666667,100072.0,102201.0,25515.36,25095.0,26090.0
37,103044.98666666666,101297.0,105641.0,160151.8,158957.0,161439.0,1802.8266666666666,1708.0,1880.0,230350.68,226733.0,232744.0,4080.9333333333334,3924.0,4242.0,101574.08,100663.0,102327.0,25439.28,24958.0,26065.0
38,92164.18666666666,90550.0,94424.0,151150.02666666667,149983.0,152882.0,1834.12,1752.0,1909.0,251018.58666666667,247343.0,253541.0,4590.16,4409.0,4769.0,100901.18666666666,100123.0,101620.0,25079.213333333333,24656.0,25479.0
39,82744.53333333334,81334.0,84652.0,141824.74666666667,140524.0,143547.0,1868.72,1786.0,1934.0,271633.32,267995.0,274377.0,5108.386666666666,4937.0,5260.0,99384.96,98746.0,100184.0,24500.386666666665,24066.0,24877.0
40,74597.48,73370.0,76319.0,132371.86666666667,130905.0,134047.0,1899.2133333333334,1811.0,1967.0,291923.70666666667,288005.0,294475.0,5618.306666666666,5453.0,5805.0,97217.48,96563.0,97890.0,23779.97333333333,23383.0,24339.0
41,67556.48,66433.0,69077.0,122956.90666666666,121509.0,124717.0,1928.0,1835.0,1983.0,311853.7733333333,308200.0,314147.0,6126.333333333333,5960.0,6299.0,94486.58666666667,93822.0,95070.0,22835.706666666665,22420.0,23254.0
42,61489.426666666666,60526.0,62910.0,113751.01333333334,112293.0,115445.0,1959.84,1862.0,2031.0,331261.25333333336,327779.0,333703.0,6621.693333333334,6454.0,6800.0,91251.8,90437.0,91902.0,21746.773333333334,21402.0,22254.0
43,56249.90666666667,55377.0,57554.0,104866.30666666667,103355.0,106575.0,1987.2933333333333,1895.0,2047.0,350010.36,346648.0,352642.0,7098.8,6890.0,7279.0,87623.0,86707.0,88335.0,20584.32,20169.0,21075.0
44,51734.92,50962.0,52992.0,96367.6,95055.0,97916.0,2016.64,1914.0,2087.0,368015.73333333334,364659.0,370450.0,7560.8533333333335,7367.0,7721.0,83688.45333333334,82797.0,84378.0,19349.533333333333,18842.0,19818.0
45,47823.41333333333,47148.0,48958.0,88331.33333333333,86992.0,89858.0,2038.6666666666667,1927.0,2124.0,385180.12,381760.0,387490.0,7999.133333333333,7819.0,8195.0,79568.16,78817.0,80394.0,18101.053333333333,17513.0,18722.0
46,44454.76,43798.0,45490.0,80737.58666666667,79566.0,82438.0,2060.68,1954.0,2139.0,401479.18666666665,398196.0,403867.0,8416.186666666666,8223.0,8605.0,75341.74666666667,74597.0,76298.0,16860.586666666666,16428.0,17187.0
47,41534.49333333333,40869.0,42526.0,73623.10666666667,72524.0,75128.0,2082.3733333333334,1978.0,2154.0,416913.14666666667,413692.0,419321.0,8808.973333333333,8604.0,8981.0,71042.54666666666,70361.0,71890.0,15601.853333333333,15247.0,16003.0
48,39007.84,38415.0,39879.0,67009.0,65871.0,68417.0,2101.28,2001.0,2165.0,431416.6,428498.0,433656.0,9176.373333333333,8966.0,9378.0,66739.90666666666,66031.0,67608.0,14426.973333333333,14044.0,14754.0
49,36803.18666666667,36229.0,37542.0,60919.49333333333,59799.0,62107.0,2118.5066666666667,2013.0,2178.0,445012.50666666665,442173.0,447049.0,9513.32,9302.0,9721.0,62463.88,61756.0,63338.0,13302.933333333332,12848.0,13661.0
50,34876.386666666665,34329.0,35594.0,55286.8,54333.0,56586.0,2137.88,2014.0,2209.0,457707.9866666667,454956.0,459709.0,9826.4,9615.0,10013.0,58317.16,57497.0,59184.0,12209.493333333334,11842.0,12503.0
51,33202.68,32751.0,33845.0,50103.573333333334,49275.0,51397.0,2153.4933333333333,2039.0,2223.0,469546.88,466917.0,471593.0,10116.253333333334,9910.0,10284.0,54269.08,53498.0,55243.0,11181.266666666666,10878.0,11525.0
52,31722.253333333334,31280.0,32330.0,45363.09333333333,44523.0,46510.0,2159.4266666666667,2028.0,2232.0,480549.9733333333,478037.0,482456.0,10384.84,10212.0,10553.0,50363.0,49584.0,51234.0,10217.293333333333,9920.0,10621.0
53,30421.666666666668,29963.0,30996.0,41045.05333333334,40212.0,42134.0,2168.9733333333334,2051.0,2269.0,490756.36,488228.0,492321.0,10634.333333333334,10436.0,10811.0,46614.666666666664,45826.0,47609.0,9299.12,9069.0,9586.0
54,29287.08,28880.0,29832.0,37092.2,36210.0,37987.0,2171.2933333333335,2040.0,2259.0,500175.1066666667,497938.0,501788.0,10863.96,10652.0,11026.0,43058.05333333334,42308.0,43913.0,8449.386666666667,8133.0,8757.0
55,28280.96,27868.0,28790.0,33501.14666666667,32609.0,34483.0,2170.8,2042.0,2247.0,508854.8933333333,506780.0,510441.0,11073.053333333333,10846.0,11233.0,39694.346666666665,38959.0,40450.0,7673.426666666666,7416.0,7950.0
56,27396.506666666668,27014.0,27932.0,30223.02666666667,29477.0,31201.0,2172.6266666666666,2039.0,2265.0,516832.2,514821.0,518189.0,11265.413333333334,11045.0,11452.0,36530.013333333336,35771.0,37258.0,6960.44,6699.0,7198.0
57,26615.72,26221.0,27092.0,27262.613333333335,26529.0,27977.0,2166.5866666666666,2040.0,2246.0,524151.52,521971.0,525546.0,11441.56,11224.0,11626.0,33560.706666666665,32784.0,34254.0,6308.28,6062.0,6673.0
58,25924.226666666666,25557.0,26412.0,24564.546666666665,23892.0,25241.0,2158.76,2035.0,2256.0,530853.8933333333,528927.0,532105.0,11599.04,11384.0,11785.0,30782.066666666666,30085.0,31357.0,5727.533333333334,5533.0,5997.0
59,25306.52,24917.0,25815.0,22137.24,21493.0,22729.0,2151.9333333333334,2065.0,2251.0,537024.88,535157.0,538218.0,11743.386666666667,11513.0,11935.0,28171.97333333333,27418.0,28822.0,5183.213333333333,5012.0,5382.0
60,24761.826666666668,24376.0,25282.0,19935.293333333335,19429.0,20444.0,2138.92,2038.0,2234.0,542637.56,540970.0,543648.0,11877.76,11635.0,12075.0,25784.853333333333,25193.0,26340.0,4682.1866666666665,4494.0,4873.0
61,24276.4,23902.0,24770.0,17937.81333333333,17521.0,18404.0,2125.6133333333332,2036.0,2220.0,547784.8666666667,546213.0,548815.0,12000.026666666667,11747.0,12194.0,23544.453333333335,23014.0,24166.0,4227.08,4054.0,4432.0
62,23849.373333333333,23484.0,24299.0,16133.466666666667,15696.0,16626.0,2109.266666666667,2033.0,2201.0,552475.8133333334,551141.0,553499.0,12113.706666666667,11852.0,12310.0,21481.36,20956.0,22099.0,3810.0533333333333,3620.0,3997.0
63,23466.786666666667,23081.0,23910.0,14512.093333333334,14061.0,14998.0,2089.173333333333,2012.0,2193.0,556724.3733333333,555496.0,557540.0,12217.6,11962.0,12419.0,19586.773333333334,19034.0,20142.0,3444.6,3257.0,3591.0
64,23127.373333333333,22703.0,23562.0,13060.813333333334,12728.0,13511.0,2068.266666666667,1988.0,2183.0,560614.4933333333,559493.0,561519.0,12313.4,12052.0,12525.0,17817.506666666668,17381.0,18343.0,3100.36,2910.0,3259.0
65,22820.613333333335,22422.0,23235.0,11751.973333333333,11411.0,12188.0,2048.2266666666665,1979.0,2165.0,564155.52,563064.0,565006.0,12399.24,12147.0,12611.0,16189.88,15761.0,16668.0,2791.5333333333333,2630.0,2942.0
66,22549.453333333335,22166.0,22946.0,10557.426666666666,10257.0,11043.0,2024.32,1956.0,2139.0,567374.08,566239.0,568128.0,12479.226666666667,12230.0,12698.0,14709.24,14352.0,15071.0,2509.346666666667,2324.0,2727.0
67,22311.946666666667,21937.0,22719.0,9481.613333333333,9173.0,9942.0,1997.8266666666666,1904.0,2096.0,570290.7866666666,569207.0,570966.0,12551.986666666666,12311.0,12771.0,13355.373333333333,13037.0,13745.0,2263.1066666666666,2123.0,2460.0
68,22093.586666666666,21671.0,22505.0,8522.946666666667,8236.0,8959.0,1968.7733333333333,1885.0,2076.0,572935.36,571846.0,573531.0,12620.413333333334,12370.0,12830.0,12119.72,11773.0,12496.0,2033.6933333333334,1919.0,2188.0
69,21901.24,21491.0,22299.0,7657.24,7410.0,7991.0,1937.8533333333332,1859.0,2058.0,575344.0,574386.0,575981.0,12682.2,12426.0,12895.0,10981.28,10664.0,11330.0,1827.7466666666667,1718.0,1940.0
70,21727.02666666667,21348.0,22139.0,6879.493333333333,6586.0,7194.0,1903.9866666666667,1833.0,2022.0,577516.64,576624.0,578151.0,12740.066666666668,12470.0,12957.0,9946.866666666667,9659.0,10285.0,1650.72,1504.0,1746.0
71,21573.16,21192.0,21989.0,6172.84,5942.0,6511.0,1870.44,1795.0,1988.0,579486.96,578688.0,580100.0,12794.666666666666,12517.0,13018.0,9011.8,8740.0,9289.0,1483.4,1379.0,1589.0
72,21435.093333333334,21064.0,21856.0,5544.28,5300.0,5808.0,1836.28,1754.0,1939.0,581276.28,580578.0,581891.0,12845.413333333334,12562.0,13072.0,8151.946666666667,7890.0,8362.0,1329.4533333333334,1221.0,1417.0
73,21312.81333333333,20953.0,21745.0,4972.8133333333335,4756.0,5258.0,1800.6266666666668,1727.0,1900.0,582887.96,582140.0,583512.0,12893.826666666666,12611.0,13133.0,7382.64,7171.0,7657.0,1194.3333333333333,1076.0,1277.0
74,21202.28,20827.0,21633.0,4466.96,4232.0,4722.0,1764.8266666666666,1694.0,1874.0,584346.6266666667,583639.0,584971.0,12936.653333333334,12650.0,13171.0,6675.173333333333,6445.0,6911.0,1072.3733333333332,958.0,1202.0
75,21105.626666666667,20726.0,21538.0,4008.4533333333334,3780.0,4197.0,1725.8266666666666,1657.0,1834.0,585669.3333333334,585004.0,586201.0,12978.733333333334,12683.0,13219.0,6029.586666666667,5824.0,6254.0,964.9733333333334,873.0,1071.0
76,21019.386666666665,20635.0,21453.0,3597.92,3411.0,3779.0,1690.7333333333333,1619.0,1802.0,586864.3866666667,586299.0,587402.0,13017.08,12722.0,13259.0,5443.506666666667,5248.0,5675.0,868.0133333333333,779.0,961.0
77,20941.48,20560.0,21350.0,3230.306666666667,3034.0,3353.0,1653.5466666666666,1575.0,1769.0,587948.0533333333,587388.0,588476.0,13053.493333333334,12756.0,13292.0,4909.56,4738.0,5094.0,777.9333333333333,691.0,855.0
78,20869.76,20487.0,21273.0,2902.68,2693.0,3000.0,1616.2933333333333,1531.0,1729.0,588934.5866666667,588378.0,589516.0,13087.453333333333,12787.0,13331.0,4422.106666666667,4268.0,4597.0,697.8666666666667,633.0,792.0
79,20806.666666666668,20417.0,21211.0,2605.2933333333335,2452.0,2714.0,1576.7866666666666,1488.0,1686.0,589814.4133333333,589315.0,590390.0,13120.0,12823.0,13364.0,3993.786666666667,3797.0,4172.0,627.9866666666667,563.0,708.0
80,20748.84,20366.0,21148.0,2337.72,2177.0,2424.0,1539.4133333333334,1455.0,1644.0,590618.1466666666,590135.0,591193.0,13150.68,12868.0,13393.0,3596.1466666666665,3424.0,3787.0,562.8,469.0,634.0
81,20698.346666666668,20324.0,21100.0,2098.346666666667,1956.0,2193.0,1499.52,1424.0,1603.0,591341.64,590947.0,591920.0,13179.773333333333,12884.0,13426.0,3237.0133333333333,3039.0,3393.0,507.58666666666664,432.0,586.0
82,20652.613333333335,20270.0,21054.0,1882.88,1760.0,1992.0,1459.72,1386.0,1561.0,591999.2,591637.0,592568.0,13207.52,12913.0,13452.0,2914.4933333333333,2762.0,3057.0,454.3066666666667,393.0,516.0
83,20612.97333333333,20228.0,21014.0,1689.5866666666666,1589.0,1783.0,1421.2666666666667,1347.0,1508.0,592591.28,592226.0,593234.0,13233.586666666666,12942.0,13472.0,2624.3866666666668,2459.0,2772.0,409.02666666666664,344.0,476.0
84,20577.02666666667,20189.0,20982.0,1514.52,1397.0,1613.0,1381.9866666666667,1314.0,1470.0,593125.3066666666,592779.0,593822.0,13257.666666666666,12972.0,13503.0,2364.12,2178.0,2522.0,367.9066666666667,305.0,432.0
85,20544.506666666668,20164.0,20934.0,1357.9333333333334,1252.0,1441.0,1345.1733333333334,1283.0,1429.0,593608.1866666666,593271.0,594268.0,13280.826666666666,12993.0,13520.0,2128.8933333333334,1983.0,2267.0,329.9866666666667,277.0,381.0
86,20515.533333333333,20135.0,20902.0,1222.24,1117.0,1303.0,1305.5066666666667,1243.0,1394.0,594044.96,593725.0,594706.0,13304.92,13019.0,13543.0,1913.68,1765.0,2011.0,295.5466666666667,240.0,354.0
87,20489.2,20114.0,20876.0,1095.8,1000.0,1187.0,1265.72,1199.0,1347.0,594441.1466666666,594083.0,595091.0,13325.96,13042.0,13566.0,1723.04,1618.0,1811.0,267.12,216.0,333.0
88,20465.106666666667,20094.0,20855.0,982.6133333333333,892.0,1090.0,1229.04,1159.0,1298.0,594798.9866666667,594447.0,595424.0,13346.48,13074.0,13584.0,1549.68,1444.0,1664.0,240.82666666666665,197.0,287.0
89,20444.426666666666,20073.0,20830.0,880.68,805.0,977.0,1193.2266666666667,1130.0,1257.0,595122.4933333333,594787.0,595733.0,13365.32,13101.0,13607.0,1395.1066666666666,1285.0,1508.0,214.6,173.0,261.0
90,20425.946666666667,20054.0,20811.0,790.72,706.0,861.0,1157.6,1085.0,1227.0,595416.2666666667,595084.0,596015.0,13384.586666666666,13109.0,13623.0,1253.8666666666666,1149.0,1318.0,190.78666666666666,147.0,235.0
91,20409.18666666667,20037.0,20794.0,709.44,640.0,776.0,1121.8533333333332,1045.0,1190.0,595682.6266666667,595335.0,596272.0,13403.733333333334,13135.0,13640.0,1127.2,1030.0,1218.0,169.65333333333334,125.0,214.0
92,20393.666666666668,20021.0,20777.0,634.8933333333333,573.0,703.0,1086.44,1006.0,1157.0,595920.72,595566.0,596504.0,13420.96,13155.0,13649.0,1016.8666666666667,934.0,1080.0,151.26666666666668,116.0,184.0
93,20380.493333333332,20005.0,20766.0,568.7066666666667,504.0,638.0,1051.32,969.0,1120.0,596139.0933333334,595786.0,596707.0,13438.013333333334,13174.0,13664.0,912.9733333333334,851.0,976.0,137.26666666666668,102.0,169.0
94,20368.81333333333,20000.0,20754.0,507.8,454.0,563.0,1017.72,943.0,1094.0,596337.4266666666,595980.0,596920.0,13454.226666666667,13192.0,13683.0,819.2533333333333,741.0,885.0,124.92,88.0,164.0
95,20358.626666666667,19994.0,20740.0,455.8933333333333,408.0,521.0,987.1466666666666,912.0,1062.0,596515.5066666667,596140.0,597110.0,13468.88,13206.0,13702.0,734.4133333333333,654.0,799.0,113.13333333333334,84.0,150.0
96,20349.18666666667,19986.0,20727.0,408.93333333333334,363.0,453.0,953.8933333333333,880.0,1033.0,596680.16,596303.0,597269.0,13484.573333333334,13217.0,13714.0,657.3866666666667,599.0,721.0,100.96,69.0,130.0
97,20340.333333333332,19978.0,20716.0,366.3333333333333,320.0,406.0,921.72,848.0,1000.0,596829.4133333333,596455.0,597424.0,13499.32,13236.0,13728.0,589.3466666666667,528.0,655.0,90.54666666666667,67.0,119.0
98,20332.626666666667,19968.0,20710.0,329.74666666666667,282.0,374.0,890.9466666666667,822.0,961.0,596961.92,596582.0,597553.0,13512.96,13247.0,13740.0,528.8266666666667,474.0,600.0,81.49333333333334,53.0,109.0
99,20325.706666666665,19962.0,20704.0,295.04,254.0,335.0,861.9733333333334,793.0,931.0,597082.1466666666,596735.0,597671.0,13526.533333333333,13259.0,13758.0,476.70666666666665,418.0,539.0,72.12,52.0,100.0
100,20319.413333333334,19959.0,20700.0,264.72,224.0,303.0,832.6933333333334,764.0,891.0,597192.2133333334,596854.0,597769.0,13540.066666666668,13274.0,13773.0,427.5733333333333,369.0,485.0,64.52,43.0,89.0
101,20313.8,19950.0,20696.0,236.84,201.0,270.0,804.8933333333333,733.0,859.0,597292.16,596961.0,597873.0,13552.4,13279.0,13789.0,384.8,332.0,442.0,57.54666666666667,38.0,84.0
102,20308.786666666667,19945.0,20692.0,211.88,170.0,247.0,777.72,707.0,836.0,597385.2133333334,597056.0,597958.0,13563.72,13288.0,13804.0,344.88,298.0,393.0,51.81333333333333,32.0,79.0
103,20304.533333333333,19941.0,20684.0,189.22666666666666,151.0,232.0,751.08,686.0,804.0,597467.56,597135.0,598041.0,13574.56,13302.0,13817.0,310.4,267.0,354.0,47.4,27.0,68.0
104,20300.453333333335,19935.0,20681.0,169.6,138.0,208.0,726.48,662.0,779.0,597543.3066666666,597198.0,598122.0,13585.04,13313.0,13826.0,277.92,239.0,320.0,42.72,27.0,58.0
105,20296.72,19932.0,20675.0,151.84,120.0,181.0,700.9866666666667,638.0,754.0,597612.5066666667,597253.0,598174.0,13595.813333333334,13324.0,13833.0,249.81333333333333,211.0,295.0,38.266666666666666,25.0,58.0
106,20293.56,19931.0,20673.0,136.33333333333334,112.0,162.0,676.0933333333334,615.0,728.0,597675.4133333333,597312.0,598245.0,13606.08,13332.0,13842.0,224.65333333333334,189.0,265.0,35.04,19.0,52.0
107,20290.573333333334,19929.0,20668.0,122.12,100.0,144.0,652.04,590.0,700.0,597733.48,597374.0,598305.0,13615.88,13342.0,13853.0,202.50666666666666,169.0,254.0,31.066666666666666,15.0,47.0
108,20287.946666666667,19925.0,20666.0,109.30666666666667,87.0,130.0,629.28,562.0,680.0,597786.1466666666,597433.0,598357.0,13625.453333333333,13347.0,13867.0,181.88,148.0,227.0,27.44,11.0,39.0
109,20285.666666666668,19925.0,20661.0,98.14666666666666,77.0,117.0,606.7066666666667,538.0,658.0,597835.9066666666,597480.0,598401.0,13634.413333333334,13356.0,13879.0,162.73333333333332,131.0,204.0,24.733333333333334,8.0,41.0
110,20283.64,19925.0,20659.0,88.36,68.0,110.0,585.2533333333333,510.0,639.0,597881.48,597524.0,598438.0,13642.933333333332,13363.0,13889.0,144.76,116.0,171.0,22.573333333333334,8.0,43.0
111,20281.81333333333,19921.0,20659.0,79.37333333333333,55.0,102.0,564.52,494.0,605.0,597922.44,597575.0,598475.0,13651.36,13379.0,13894.0,129.94666666666666,107.0,151.0,20.293333333333333,10.0,34.0
112,20280.226666666666,19919.0,20658.0,71.08,48.0,90.0,544.8133333333334,479.0,588.0,597959.8666666667,597619.0,598508.0,13659.133333333333,13388.0,13898.0,116.44,94.0,140.0,18.026666666666667,9.0,29.0
113,20278.84,19916.0,20657.0,64.52,44.0,80.0,525.7066666666667,459.0,573.0,597992.8933333333,597651.0,598538.0,13667.32,13396.0,13907.0,103.65333333333334,80.0,129.0,17.093333333333334,5.0,30.0
114,20277.56,19916.0,20656.0,57.48,41.0,77.0,506.9866666666667,437.0,551.0,598024.64,597683.0,598562.0,13675.093333333334,13403.0,13915.0,92.93333333333334,78.0,119.0,15.306666666666667,6.0,29.0
115,20276.44,19914.0,20655.0,51.64,32.0,76.0,488.2133333333333,425.0,530.0,598053.6,597710.0,598587.0,13682.533333333333,13411.0,13926.0,83.98666666666666,67.0,104.0,13.826666666666666,5.0,29.0
116,20275.36,19914.0,20654.0,46.36,28.0,69.0,471.64,411.0,508.0,598079.92,597734.0,598611.0,13689.373333333333,13424.0,13934.0,75.25333333333333,61.0,91.0,12.92,1.0,28.0
117,20274.546666666665,19914.0,20652.0,41.52,25.0,57.0,454.56,388.0,489.0,598104.84,597760.0,598627.0,13696.0,13428.0,13937.0,67.56,48.0,85.0,11.946666666666667,4.0,24.0
